day_of_week,hour,traffic_index,distance_km,demand,travel_time_min
5,12.593468079461724,1.336836566007484,9.990508389184527,15,25.74867715677335
5,8.75863328108664,1.9288797219106493,6.183241941180331,16,21.97370041936565
5,16.967884099060118,2.2739616402628724,6.422647432599428,10,30.21780081236353
5,16.217906368444492,1.1380330511289547,14.620452111770398,13,33.123587633229
5,12.607787680327258,1.082533487362317,17.8790810584754,15,34.14380295804824
5,8.922905862287461,2.281145394056293,5.610486702472455,15,29.543593582723357
5,10.768776481472038,1.3224805119172245,6.815034436744337,11,19.18450926437804
5,10.361165331174043,1.3039821635750342,3.4338513377585533,23,9.460321370298018
5,14.871655054033312,1.3377762690534514,11.134768147593897,13,31.595384052562522
5,15.37405206093819,1.0729135513903831,4.051699560377292,20,9.14091904637522
5,16.90527280739895,2.3935924535540485,13.464170575368318,20,65.7627426878028
5,13.371065418185477,1.2347364472083515,4.9343469642979665,12,15.349312445908732
5,11.63082296398635,1.2583668965326404,24.689850722238532,5,64.0203508145159
5,17.336918237598745,1.8075343631340748,13.219625418600973,11,45.27217034065948
5,9.865670240513058,2.0850951686938473,11.439127020762214,15,46.041436737310995
5,17.972555347683944,2.6966102629740205,2.121900147144925,18,11.734283548165093
6,9.708875873900658,2.468643219924431,15.147091857807697,15,76.28830547944263
6,9.870437485575234,2.123679236404244,7.575423845546846,16,26.69363096657945
6,14.106200424416325,1.1154522212961022,13.066222342660803,9,29.684978803546027
6,8.51823536822427,2.1366042781939205,17.67456261115037,11,77.04759436965111
6,9.166960641416813,2.2731662010518923,4.454082752609029,21,21.17877395032374
6,16.306194077877294,1.3860107642666049,23.581830506883872,16,64.16137147387167
6,11.792285849638004,1.3705797694358843,19.26154426960221,17,53.79354936368251
6,16.251326766927974,1.0745619947152576,22.880921000637866,18,46.591687444837895
6,16.772005408131083,2.1924451074226354,10.669721876772874,13,49.3876639189065
6,13.39781061914633,1.1754978701553356,11.004088534634544,5,27.864445407484116
6,13.435528611139887,1.3625888443858187,23.616138843109926,10,64.932057192625
6,15.305491368093016,1.2774870429613352,15.18246953291994,23,38.72615571507069
6,9.516748797327512,2.111722067795548,2.7712459989229257,19,9.992035010613586
6,15.140640822236142,1.197592594852345,14.33907108414568,12,34.86578866901653
6,12.570002192816784,1.241583148829005,13.18622208589898,30,33.10806348645136
6,15.222525683930662,1.2880146146184297,14.482662196994712,21,39.32496703631976
6,11.456959935039194,1.0726390867205702,11.219582585563717,15,25.740256432629966
6,17.472833396118155,1.9533514031160801,16.0634474149969,15,68.04225826072823
6,16.721239089441514,2.7321182824836123,23.2174857670778,23,128.04638391319622
6,14.51367210988246,1.308498667407895,3.778384506242107,11,9.521083875551941
0,17.10686198255713,1.9228107818457338,6.285380228364776,11,23.180415256337092
0,17.208418826173723,2.6698963620621283,11.177062189012997,27,60.731100688191525
0,15.442496518432888,1.082231923350255,4.628147901280818,17,12.655136051686716
0,16.63518140612957,2.722960231798485,23.124458673603925,7,120.36469141061787
0,13.776319540915473,1.0662053269711895,7.062235923865233,11,16.871362347685828
0,13.151736824068127,1.3902165262731025,21.79453641148688,26,57.33964418231138
0,13.021950103312426,1.2381540069280175,6.827828641198472,15,16.859556607215534
0,11.49386999049333,1.1872927313765518,21.240990705723657,7,53.36932725532337
0,8.657086394283525,2.5755276166950103,12.137543179579247,21,57.20245260157028
0,13.59640331308218,1.062096098372285,23.760655629073554,16,49.96255674006825
0,10.723018547202994,1.3589721639275536,24.51542301916711,22,66.88164700224667
0,15.159722288473976,1.2635695767640605,2.4533423683503757,18,3.9418340136331853
0,9.785446620543336,2.4527461078518744,7.592960392987444,13,36.7887759988396
0,14.031974021769795,1.3227400595850343,9.451771405456391,13,22.889410841208335
0,8.13001923510736,1.8855085308544681,11.692764663627452,16,41.591387892315865
0,17.10624003540304,2.424761271043251,10.350361880487082,20,49.17943868635898
0,16.306545065652497,1.1380768579525102,21.804564459418597,11,52.13384336079583
0,17.484533069621566,2.5636057941597605,20.39667088678825,19,104.51613083260698
0,12.84778367150346,1.2049830623527686,11.258651002730552,19,29.247217393175276
0,9.39356074072824,2.634930236799299,5.948623574510981,15,32.04357965835556
0,14.831838564454813,1.3290335503646695,13.456087330753132,21,36.02076935777671
0,13.541780025157934,1.2605681553407457,2.252904059145051,12,6.733753053255891
1,17.00018641848105,2.673890077562515,17.295843514563877,23,95.63535798385495
1,13.732943781794006,1.3352427852713182,11.706829369665808,22,30.27190423555832
1,9.662833687560795,2.5380336164263704,7.643029522670382,15,37.285765855046606
1,16.370789907030293,1.1748773585428973,16.039307341183026,16,38.55305554611517
1,11.966493730520543,1.3816347746158533,8.207958115020482,14,20.442570864551953
1,9.620138778915846,2.6415296603100433,12.907458100108501,16,66.0932101531281
1,8.751377817358087,2.5281887562036034,12.001028787886163,24,60.5872027835611
1,8.75933410369622,1.877765344078957,24.128272072574706,19,89.42553712450143
1,17.502373538208026,2.2460057729579557,22.077754225157392,15,96.50283816988059
1,14.389493853342618,1.3036143382155398,24.553266404139727,19,66.75195088380976
1,12.894249636431404,1.0884837767278408,2.7807575074733735,19,6.321314176289829
1,10.973490073725507,1.369758478150612,21.42463616630662,20,58.53232251276345
1,13.224345760711689,1.2578186602503287,14.895575462080823,8,40.29994646474988
1,16.84998356523281,2.3302651326349,15.16583846696971,4,68.11256740532535
1,15.907231648389637,1.127501001172828,16.164853328193004,19,37.017841033489496
1,8.24400781556538,2.6700988739009297,20.372014422794305,18,108.88461996504063
1,8.09485433628498,1.8526838359772286,8.248800334587095,27,29.26409620404608
1,8.916993351114302,2.136370463828422,2.076966326988522,23,9.211291349518936
1,10.970028764548822,1.3411287286767606,8.377109851025793,18,25.697505010438466
2,12.277731337358624,1.1537306588638727,23.849107230855182,9,56.3961388704537
2,8.894110023122595,2.217580775784928,5.8417807601177305,26,24.581447592881357
2,10.316717013834435,1.3770927096540502,13.791835753379697,20,41.22749005302594
2,8.46945357147813,2.1840906114912495,16.48489222891152,17,73.02537625220567
2,16.83785884963426,2.727752283195213,18.00847421523722,22,97.10382072745193
2,16.974361480462036,2.26338074821562,2.801898685377973,21,14.050698576272483
2,13.800862078378112,1.036594734959102,4.978843189504496,13,11.489686025167266
2,8.443766635332368,2.6521935333470075,23.426558231336767,14,123.88837517091645
2,8.869867599114102,2.2084532130706984,18.638662614837454,8,80.86336859827313
2,13.32602519400762,1.3848487890368197,22.84981554722534,15,65.34802562145109
2,11.47809207902193,1.2712064610236253,22.208489686168633,6,57.3882482625633
2,16.68160804051547,2.0452855322553347,9.682204211140471,13,39.06847226999996
2,17.300903505097388,1.905834093828584,22.277654053718052,10,86.1037628700352
2,16.258167505647627,1.051547946989378,5.697477609111089,21,10.348470423782958
2,13.56181735039757,1.3026543215139739,3.934259162763647,11,9.019923377980433
2,17.811861780274235,2.4318135270166685,14.419663733464676,18,67.4313698202565
2,9.284487180931913,2.0833429482655816,21.32279456304803,14,88.18555791021666
2,14.326218931339481,1.3728112422040069,8.922162039776774,12,24.88506869173939
2,15.709842925321356,1.2834288018410516,3.7179716084306422,11,9.460363498289324
3,17.73488969177397,2.7688778552856914,19.44005350636752,12,108.408691068829
3,8.65626144574013,2.6215129474074406,7.807701242832791,20,40.0220451479958
3,12.459027063767483,1.1094506665126662,20.280619621248377,8,44.64521326919292
3,10.983744309899926,1.3359788658689886,5.020707907415695,11,14.877410370532584
3,17.5086356225041,1.9510578917809003,11.653728289300814,18,45.2758453674626
3,11.975943979627942,1.109686080939468,22.56428168462009,14,50.565217522285955
3,15.458370120309644,1.0801436574194851,14.943256585897801,17,33.66145414449152
3,13.432328057899582,1.0636982953117058,14.198151055749891,14,27.831815114428416
3,14.262203216314154,1.052497951072955,13.075014084788652,21,28.505660203019165
3,13.983272651224269,1.2429225793050684,7.187423276205915,16,14.70737521261469
3,13.819714019143987,1.1075973617740391,12.470063428881428,11,29.61512318333071
3,12.6459859663581,1.27218265054373,18.603415442319506,16,47.18931777701152
3,14.949818861265426,1.3440489588756819,7.567035364838132,10,20.245509295488354
3,8.1836763694054,2.2823563815515913,19.84350892323799,11,88.28693603145722
3,13.177116433847115,1.0351465996579334,3.8073054345654773,13,7.709961657932521
3,11.220947022193354,1.3909865545259144,20.89313674422693,18,56.166611290459485
4,14.364302495436366,1.2825902905947604,18.308391947371078,15,45.670457940791735
4,17.473504626310387,2.4253046602139476,13.141164294202934,17,66.35862728101523
4,16.948166560605276,2.3475923761537363,16.802286989520073,14,81.52439813055125
4,8.816299820305895,1.8603520839905638,22.05102203162064,11,81.07755791318596
4,17.758652558191315,2.136895791771107,17.15027883652015,17,72.14931733904481
4,8.208611392915381,2.45326301923733,13.34536747602739,17,61.48457032722222
4,9.995424509291452,2.4802282424312914,21.97026762439275,13,105.64538836383029
4,12.159073661469408,1.3384981168076195,19.657649425535947,21,54.13836497252258
4,13.433005233632883,1.20559834712349,11.09684890652735,12,26.90991761089388
4,16.734232380816607,2.7007018640112586,15.624057557647332,6,83.24630588961763
4,11.838471518677963,1.1863251228080993,19.848004761814877,12,48.337486039796715
4,17.09032520665641,1.979683108870242,13.322390698304801,16,52.16524371242111
4,13.148173539296902,1.1436933477599063,10.994875342990497,9,25.787978262846394
4,10.581334327011275,1.2626946658165168,5.010094196522046,20,11.236280701985068
4,12.537895413836392,1.0944201853385855,21.064317415300017,4,46.614776123859286
4,12.494338352137376,1.2351537484441548,15.927377625832305,8,36.320329353187034
4,13.335119252996956,1.3127161319380116,21.876972086505884,12,61.018795925552965
4,10.058412100367683,1.0447678477590912,14.216899144023737,14,29.632273767999806
4,8.51696837241527,2.4400029668369134,4.0367784371345525,11,18.626025645660153
4,13.072348086883924,1.0166291436201569,21.962120773960507,15,45.55973385267052
4,10.542245798974932,1.2086920186544852,4.892054771552923,17,7.650197045191999
4,17.39819791926842,2.532898918341342,18.809077922030156,13,94.42841499620093
4,12.437502193045711,1.347256901751002,21.276651661906534,17,55.49591198491894
4,11.742967671397928,1.0070063963448248,21.886003226965844,18,43.0448967541766
5,9.13109819076573,2.595510371696403,23.64013319577549,15,124.2199023426266
5,11.938644056541584,1.2604931908165968,24.98651569272533,16,61.48211408578592
5,11.181115536181196,1.3465754670110581,4.509521530612243,13,11.129462557229882
5,12.041403216510329,1.1308132646252955,19.53255809986216,20,45.31525219345954
5,12.35583314812933,1.3271336864700085,2.132449191456796,15,3.6027416470779254
5,14.30208748329144,1.2439327221994778,14.615493597983965,4,38.50418329600591
5,10.375441308743275,1.149300716651736,16.248277958221134,23,39.367949182165574
5,11.797857801792297,1.34533345982873,2.5897675135480207,2,11.550086923488696
5,9.089183418467314,1.9489918559701946,12.96399592594666,6,50.87538690413809
5,16.129857387160936,1.2872492304905978,7.600092821254883,18,20.12881011957368
5,11.800745089372054,1.0788616506291508,5.82562697809227,8,12.379600918617985
5,10.56776567720508,1.1139491607847691,14.400709363530853,19,30.848422995502922
5,8.896263391549422,2.5176357859086296,20.933002358700186,16,105.27057088136041
5,9.811493495346802,2.4811178539649825,18.30806401961595,15,88.18087803136967
5,12.245274251963618,1.0348155850350635,14.109481465536962,12,31.506087852085045
6,14.016118201463312,1.327675543770716,6.877031317889212,13,19.063317021667388
6,9.747734428273771,2.1607725191106,14.802652332544497,15,64.50113639691821
6,15.805255152438619,1.1099224142192545,17.35364768370382,13,41.0178892105613
6,15.66656135200406,1.0598815871827831,7.4104184504456505,9,15.207694714427847
6,12.728919656331822,1.2141432407370643,7.295661873841008,12,15.840397433914507
6,13.4669741271407,1.0927788384463901,13.425637753760896,22,25.971883782389785
6,10.745402540001255,1.2388187667582766,12.253191035276267,11,34.15195478060815
6,17.912559937021882,1.9283942894541253,15.30289909114741,16,57.951749739546585
6,15.726227274493827,1.1059581788946933,11.227322022896601,20,28.265300905402793
6,10.266564022269879,1.1419985223327749,3.5550889626209425,15,6.579866222032065
6,8.699316057094341,2.440168223828166,17.643034415379383,18,82.99071196303741
6,9.903248628190678,1.8523388757865082,24.896051286197913,7,89.57256069751958
6,12.65205612283718,1.024056937040314,6.031967674226172,17,12.506167464413304
6,15.548378199408479,1.068191175269567,20.901548209724996,7,41.00988922889461
6,11.475715242389821,1.265964689794887,5.505568306599601,12,11.12542209438802
6,15.371802250072431,1.3074399219154034,4.137370320725968,18,8.50836675584927
6,8.891244321160165,2.5552704204968077,19.986646016418877,15,101.83763106862993
6,8.631090330791501,1.9176490284735586,10.760919086752706,11,38.922352299401524
6,17.36957823031063,2.353802240712376,12.28565843161122,10,54.63398209450327
6,16.733366617238477,1.9617642113521097,15.031233329942626,16,61.77961549276457
6,17.30595214643916,1.9163663978854761,22.193409370236598,12,87.39401343774975
6,15.214220673287317,1.0565112197102022,9.41814349046755,17,18.855944264585094
6,9.735245149865086,2.4949510889024618,16.742357778942637,15,83.52448954944666
6,13.75163350496625,1.1917417760551408,5.201554566203186,19,9.202395914402608
6,15.648098009029955,1.069935450904165,5.36660181973173,2,11.611748649457427
0,8.681723093854936,1.825811906949487,11.947451201593035,17,43.735574160024626
0,17.364491738836605,2.676105192598042,2.0076476407712565,18,9.82743878110119
0,14.502010923981533,1.0608099412514593,24.881925294904644,11,52.6646735082171
0,14.950352288585531,1.3934715701053655,4.791853606715865,12,12.532761225532461
0,14.92161341694132,1.024916719252025,20.721316198638434,15,42.48133887409152
0,10.208026297856392,1.0695010382649177,18.659301802563206,19,40.762943423232784
0,16.866042152404667,2.2497846488213225,11.524984308165322,12,49.515381840482235
0,9.768871451438544,2.1870787603356305,20.177767924783407,13,86.16777943330183
0,15.60289823122135,1.0548438822915995,2.278777816809545,7,5.174229517885023
0,9.988562777752959,1.8646166798440862,8.11457614304921,14,29.39083485667939
0,12.54377334559961,1.3377428330958463,5.451119287961638,14,12.717855601496035
0,12.760181293687666,1.1503553140583076,20.05538050825231,10,41.58888006907489
0,9.33145004178097,1.9021495296575381,20.604319617635547,17,78.71829939632511
0,10.793677139347164,1.3721275539351294,20.978040506360188,19,56.14818971301823
0,11.863489098483155,1.1800497729679038,12.364252104784432,16,28.666956797630593
0,9.056934799062741,2.7882752710001313,2.874502509461463,11,15.87817373548201
0,15.163233880626823,1.0288337343994693,10.04317428415454,8,18.722284930961564
0,17.42315389673193,2.5838426767676737,14.641169005535263,9,72.10369296212066
0,8.687128325182677,2.224296885884888,22.674718952143415,15,99.17465375182462
1,14.246635688542638,1.1527758558611583,16.14529826489393,13,36.722154017983456
1,8.692543062858599,2.7598265180759287,9.410956579226452,19,51.83949514703799
1,10.928220367009647,1.39198813174354,19.20568312687924,22,57.06670909932413
1,14.164997268950835,1.0626553747895233,10.647836468650162,10,23.03336242641508
1,12.394049896944523,1.2451758329978102,22.3992727048132,13,55.228439497743935
1,10.8590678923916,1.3263787755874468,19.3659643611644,14,51.93836809583934
1,17.78397278800596,2.5481919059789977,3.238738760954601,8,16.974130886716516
1,15.531873359134028,1.10773251932081,4.48270543686868,23,10.53166149911166
1,15.259799099852955,1.327114131942778,21.336169644257602,15,53.647192219902806
1,12.134164492952614,1.3032740044306148,4.436406388845338,18,14.434200292289127
1,14.888853020500907,1.349329166344323,5.681647603955179,21,16.67918835235404
1,16.117522168657096,1.2966848246051719,6.460938947158822,13,17.976091722172214
1,10.040356346288988,1.2220339797209145,6.324568896154571,18,18.35068406826692
1,13.38695667343039,1.209663668290465,21.151650794981993,16,51.64561633463859
1,10.024805601652375,1.383229392047752,5.424425157646228,7,12.793832263582363
1,16.766507618282006,2.796334337627247,18.607631578662954,10,99.87807699533707
1,10.172090976912106,1.0551291596636942,10.916492679259067,13,22.212967185645137
1,13.882022669483906,1.1923891559544495,15.339627110847019,12,36.95071265311181
1,8.528039604685281,2.286597662243753,2.5274546591649667,23,14.683462843871618
1,12.982556822634535,1.0308233116537324,20.052630473563752,14,40.43498180560053
1,10.098419948564095,1.330052267066446,4.814665418479093,3,13.546668515404045
1,8.886004296796173,2.0206119527112114,24.96199276203784,22,102.13862524603837
2,12.21248053294072,1.254470945883293,11.427812463014629,13,29.19504336510265
2,15.472195877420376,1.2959945546742446,5.8017645523140144,16,15.13546021125569
2,16.316970436757735,1.109228323989125,23.635622637652833,5,52.775200893930936
2,12.296568127389351,1.3490921001938407,20.46079612530134,13,56.01053939775871
2,17.373532942158644,2.5060190076640243,22.79000659598862,12,114.50804976295774
2,12.368507026151796,1.2918032914609587,16.03517843798575,11,42.36614108285762
2,17.226230580877896,2.272060434196998,20.10391185983689,10,89.44739619259897
2,10.71949726128631,1.3037593049671854,3.5034216239808607,22,8.592989880891452
2,8.336136001832827,1.8626532034553545,9.98889650395338,2,38.97979093686761
2,8.218233967754895,2.463789686175589,23.546916626761114,15,117.06117908790925
2,12.187933190741614,1.1040631163848205,6.556245553474023,18,11.968438948766803
2,11.382631053323484,1.123479497349278,4.0433256370139805,11,12.343833581819885
2,13.612227882825248,1.2093563645497465,18.280207236284678,13,44.51920096013166
2,14.129001608619493,1.0904588206359762,5.242071433000693,13,13.733107126871277
2,16.49975371480662,1.2676089349316433,16.972389744471947,3,41.00924436504978
2,10.90587559806355,1.3147880539670664,24.495421813391157,13,62.7826479851311
2,10.586208348880387,1.0658825413729183,13.945874768590558,20,28.19259898539938
2,16.778300781520407,2.679581854951529,12.378504916162726,13,67.36126533141578
2,15.720124763099903,1.0108669684902238,22.912064734815885,14,44.850381942024526
2,11.907283656136133,1.3193376752897312,11.13977198116228,10,25.134287986602757
3,12.410721582507836,1.0782437092178059,8.35815888341811,21,16.60965379272033
3,15.979141596158941,1.1583881890649819,5.632960925213004,15,14.755858160707032
3,13.578201919292013,1.0664137253664783,22.635285842186235,7,50.87266896992119
3,13.070511038654411,1.239245051747607,18.850610398119155,14,46.076772166202176
3,12.403234183683491,1.2461192100279208,24.24391215096092,15,63.246050425914326
3,15.251855480273907,1.1292044793544855,17.797802946525668,10,40.92180950114521
3,13.273996221226763,1.2877414489476633,21.738072222614772,10,57.17891792167914
3,13.407937549855443,1.2840971194493245,20.897648647340848,13,49.75866801000871
3,11.577982653254418,1.1976849789001198,5.996516642122107,12,16.34925289381405
3,9.129432084111736,1.8871794678318312,22.823277108391018,12,89.42533315464146
3,15.488263369633064,1.2604590339526696,21.353293720949477,7,56.317609815603795
3,16.437373264067244,1.10158994982881,2.0877940848599845,13,3.248863072676037
3,9.671320114712213,2.455282409691658,21.92688982778087,13,106.48506028933471
3,11.603778199303475,1.0274021626507919,19.462720860399386,12,42.88007633723511
3,16.71204482263052,2.5660647765353026,7.986597724018069,18,43.20765389183202
3,16.742267241383516,1.800188399556582,10.728566777618529,13,36.3495470369322
3,16.6456360952267,2.3466482201877885,4.54657364650526,16,21.211525783160255
3,8.180000889452149,2.2214440415792476,24.373855426517974,16,106.89747222925952
3,15.539619035967839,1.3219627107365755,21.076077291753478,10,57.895540768950084
3,16.727538395661277,1.912580390411937,4.220292814495139,16,19.81966591118985
3,8.461235643357337,2.3671707799193857,3.707540078732888,19,16.44709101027066
3,15.431931987316034,1.0192571343913415,22.522957457212,19,49.33459689687585
3,10.395101699095381,1.317831311480076,24.89506287240013,15,64.68077989544646
3,13.214456890435894,1.025456363714657,4.643458932370037,16,11.850346559603016
3,17.096268194365926,2.4692002629380783,11.899830437382775,18,64.14119762120211
4,12.644332362255428,1.0550095099268062,5.92338396581307,10,11.561286965941466
4,14.313075530919887,1.2366788649225302,13.784366883553185,9,35.65941086961923
4,10.341844468154857,1.3147001340617748,24.62832719567507,13,61.25777438330494
4,14.341040313763314,1.0283728864535093,12.867347165149813,11,23.824816868007574
4,17.07380164712847,2.038856660401928,12.878340960196734,2,49.447633275829894
4,9.960977127383929,2.4107800710757683,13.881170454257518,10,65.59007779899449
4,16.541359976505042,1.8494968534936667,8.5528844952121,16,32.21453071381901
4,16.025856795798127,1.2288194573477202,23.430335546954776,5,57.81335658286277
4,16.166821754507183,1.113824920705159,22.23684157930668,15,52.19713068862807
4,12.935465803401186,1.2809035064126657,11.702048106393121,11,26.950960118151635
4,16.822585560948475,2.470943004742508,8.82473574539407,19,41.27995277712524
4,17.550605114849887,2.6211982825502265,17.791568010329954,15,92.04090929479102
4,14.652921019780553,1.3201419516093627,15.715394933788472,11,42.02791824111774
4,15.51178047808418,1.028403065813302,23.659691367235276,13,47.36339311487563
4,14.786699566725648,1.144767996335146,16.63020906741947,14,38.11316147137843
4,14.125734683448192,1.349479437386538,22.75642606757436,11,62.14166514360939
4,16.290177325454913,1.3965052906934532,14.247332087054373,17,41.6280396890043
4,8.843923805445424,2.199368748394691,20.784633658846527,14,88.4561031156371
4,16.456043629899067,1.2769971306676902,8.333767007874627,24,19.793446129293688
4,15.889851599207933,1.1785678065606329,21.723933766209527,17,52.1836418428385
5,11.188668183211387,1.2328794986376455,18.228474840807966,21,41.62204186925717
5,13.258125988733237,1.2046725546326047,3.029904361607369,17,5.2408158905242885
5,11.458774607378574,1.0617838988893296,16.648753301459095,15,35.03206796083608
5,15.917202592613464,1.2383955368733925,15.345094932055675,21,38.2289384740916
5,12.540016211961149,1.2753096943120947,2.6333445569977063,14,4.423330254964521
5,17.64017407117702,2.1842067129858003,2.537098215548276,9,10.359471229344543
5,12.878511971924064,1.0520191130044554,10.620482058981317,12,24.487690693417747
5,16.884036723086812,2.4029428764794614,9.828903397853631,7,44.264032747053726
5,17.80108992413767,2.2778784480222423,7.678870813354468,8,35.22972681055542
